id,name,department_id,availability,lat,lon
100461,Государственное автономное учреждение культуры города Москвы «МПК «Северное Тушино» парк «Дружба»,237332.0,2,55.85186203452645,37.47915253584279
100467,Парк по Борисовским прудам,237332.0,2,55.62589704545755,37.699708807328754
100469,Спортивный комплекс высшего учебного заведения «РАНХиГС»,266981.0,2,55.67560951576952,37.65123652629977
100471,Физкультурно-оздоровительный комплекс «Светлана»,,3,55.880894,37.700559
100472,Природно-исторический парк «Кузьминки-Люблино»,237335.0,2,55.689674,37.801907
100473,Парк «Сад культуры и отдыха имени Н.Э. Баумана»,237332.0,2,55.765853,37.660404
100474,Досуговый центр «Дизайн-завод «Флакон»,,3,55.805862,37.585422
100481,Стадион «Энергия» Спортивный комбинат Московского энергетического института (МЭИ),266981.0,2,55.762987730441424,37.70161340072861
100482,Стадион «Москвич»,219165.0,1,55.70793899262102,37.73558056764985
100484,Фитнес клуб «Энигма»,,3,55.79009173122431,37.45300410387013
100485,Стадион Московского государственного института международных отношений,266981.0,2,55.67406249241708,37.48307626320783
100488,Стадион «Российский университет дружбы народов»,266981.0,1,55.65243146018574,37.49445896854781
100489,Спортивный комплекс «Центральный»,219165.0,3,55.744019,37.66618
100490,Дворовая территория,237383.0,4,55.81868186119672,37.71985431409082
100491,дворовая территория,237383.0,4,55.806606,37.714815
100492,Дворовая территория,237425.0,4,55.781246,37.643893
100493,Дворовая территория,237428.0,4,55.77641787742595,37.70809189469792
100494,Дворовая территория,237428.0,4,55.773829,37.673573
100496,Дворовая территория,237428.0,4,55.755008,37.667303
100497,Дворовая территория,237424.0,4,55.769535,37.579421
100498,Дворовая территория,237428.0,4,55.76395501892644,37.65816803147508
100499,Дворовая территория,237428.0,4,55.77334341269795,37.70888646269783
100500,Дворовая территория,237424.0,4,55.759907,37.572845
100501,Дворовая территория,237339.0,4,55.7356618236704,37.678224384059256
100502,Дворовая территория,237384.0,4,55.73611060516997,37.82585253508181
100503,Дворовая территория,237384.0,4,55.7439977848771,37.82866600674485
100504,Дворовая территория,237384.0,4,55.740999,37.821158
100505,Дворовая территория,237384.0,4,55.74214479409376,37.82280670211587
100506,Дворовая территория,237384.0,4,55.716497478496805,37.82878235910362
100507,Дворовая территория,237384.0,4,55.71563383375204,37.82657443378145
100508,Дворовая площадка,237417.0,4,55.893162,37.393389
100509,Дворовая территория,237384.0,4,55.724087553956586,37.82124383724676
100510,Спортивный зал «Шахматная школа Анатолия Карпова»,219165.0,3,55.773105,37.543524
100512,Дворовая территория,237384.0,4,55.73719587980443,37.83298486450085
100513,Дворовая территория,237384.0,4,55.73655379701458,37.83554236212848
100514,Дворовая территория,237384.0,4,55.72351840866428,37.81124610282907
100515,Дворовая территория,237450.0,4,55.64644971752274,37.52026686165464
100516,Дворовая территория,237384.0,4,55.72009591118756,37.83210755859509
100517,Дворовая территория,237440.0,4,55.682808,37.917331
100518,Дворовая территория,237440.0,4,55.68435801802554,37.917007763466
100519,Дворовая территория,237440.0,4,55.68270982159618,37.91597613689993
100520,Дворовая территория,237440.0,4,55.68593148867558,37.92667048922935
100521,Дворовая территория,237440.0,4,55.687292303759484,37.920990626905855
100524,Досуговый центр,219165.0,3,55.86676183110216,37.56108946418457
100525,Дворовая территория,237400.0,4,55.996641,37.201033
100526,"Спортивный зал, ул. Петрозаводская, дом 12, корпус 1",219165.0,3,55.86427546327914,37.50228451561722
100527,Досуговый центр «На ул. Черняховского»,219165.0,3,55.80754091360792,37.53852348852212
100528,Дворовая территория,237400.0,4,56.00302594534953,37.21247074511658
100530,Парк по Ангарской улице,237332.0,2,55.88214995946671,37.52908947934584
100532,Парк «Северные Дубки»,237340.0,2,55.88736724959721,37.56341645766976
100539,Дворовая территория,237407.0,4,55.74163803398046,37.55172731911758
100548,Дворовая территория,237367.0,4,55.880725122857726,37.58840602553867
100549,Дворовая территория,237367.0,4,55.88077071655561,37.593074509600655
100551,Дворовая территория,237367.0,4,55.88643695073227,37.59204712254235
100554,Дворовая территория,237367.0,4,55.87394848661579,37.57907817748172
100555,Дворовая территория,237367.0,4,55.87569171782763,37.57342759546703
100557,Природно-исторический парк «Кузьминки-Люблино»,237335.0,2,55.67504898244791,37.80938477100698
100561,Дворовая территория,237407.0,4,55.74723232706288,37.57121419129751
100564,"Парк, озелененная городская территория «25 квартал Баковского лесопарка ПК №178»",237335.0,2,55.64525835011366,37.35721608018555
100568,Дворовая территория,237456.0,4,55.5381860197877,37.58044440339339
100569,Дворовая территория,237456.0,4,55.53937780883062,37.58198021549385
100572,Спортивный комплекс образовательного учреждения,219814.0,4,55.52170846049674,37.54828257598732
100573,Дворовая территория,237412.0,4,55.68328102276451,37.455685745713154
100574,Дворовая территория,237396.0,4,55.80889594964732,37.78615596834469
100575,Парк (озелененная городская территория) «Чоботовский лес»,237335.0,3,55.64634379761848,37.35890091373058
100600,Дворовая территория,237412.0,4,55.707677263937285,37.4808135876274
100605,Дворовая территория,237412.0,4,55.709799,37.478253
100615,Дворовая территория,237412.0,4,55.712097,37.486912
100616,Дворовая территория,237412.0,4,55.71414,37.485628
100623,Детский досуговый центр,237332.0,3,55.84060478546278,37.57481137013015
100625,Дворовая территория,237399.0,4,55.97734108022081,37.17497057774311
100631,Спортивный комплекс дошкольного образовательного учреждения,219814.0,4,55.947117,37.348222
100637,Дворовая территория,237412.0,4,55.696585,37.459289
100642,Зона отдыха «Борисовские пруды»,237332.0,2,55.6335737096926,37.70630918199898
100643,Дворовая территория,237420.0,4,55.85313890816879,37.43406594917009
100644,Дворовая территория,237342.0,4,55.807804442178,37.780569641471445
100645,Дворовая территория,237457.0,4,55.59541323412057,37.538388430757486
100647,Скейтпарк «Каньон»,237368.0,2,55.881747,37.673906
100651,Дворовая территория,237457.0,4,55.617027,37.539706
100657,Дворовая территория,237342.0,4,55.80600546576133,37.79126188481501
100670,Дворовая территория,237342.0,4,55.80737195605789,37.816822022400245
100671,Дворовая территория,237342.0,4,55.80488271012384,37.79255566739764
100676,Дворовая территория,237412.0,4,55.704479,37.462568
100680,"Парк, озелененная городская территория",237335.0,2,55.6929496628897,37.827491550817854
100685,Тренажерный городок парка «Кузьминки-Люблино»,237343.0,2,55.69104355723372,37.74944777004063
100686,"Парк, озелененная городская территория",237335.0,2,55.696428,37.795142
100687,Дворовая территория,237342.0,4,55.80609551964916,37.81741844023343
100689,Дворовая территория,237412.0,4,55.70316,37.469719
100696,Дворовая территория,237394.0,4,55.744536434564445,37.7594353818881
100703,Поле футбольное парка «Кузьминки-Люблино»,237335.0,2,55.673382,37.813782
100705,Дворовая территория,237342.0,4,55.80673534853872,37.81084256523122
100711,Дворовая территория,237342.0,4,55.80405139394782,37.80796818552087
100714,Дворовая территория,237412.0,4,55.68238047820181,37.45339944855067
100716,Дворовая территория,237412.0,4,55.677712,37.44444
100717,Дворовая территория,237446.0,4,55.66293403356641,37.52154019466072
100719,Дворовая территория,237342.0,4,55.81033609759442,37.81570461849537
100721,Дворовая территория,237342.0,4,55.80473353437103,37.80606886581145
100722,Дворовая территория,237342.0,4,55.80521195930394,37.8150649915748
100723,Дворовая территория,237342.0,4,55.8093240780882,37.82898060734792
100724,Дворовая территория,237342.0,4,55.81107925266088,37.82796277518955
100725,Дворовая территория,237342.0,4,55.80773834771544,37.78699373106521
100726,Дворовая территория,237342.0,4,55.80378273735325,37.79085970684836
100727,Дворовая территория,237342.0,4,55.80898677306317,37.799169620473535
100730,Дворовая территория,237412.0,4,55.7060931063855,37.47112621098259
100734,Дворовая территория,237342.0,4,55.80617569724645,37.7729129908009
100744,Дворовая территория,237412.0,4,55.672621286225066,37.45281444676503
100749,Дворовая территория,237412.0,4,55.69335948280317,37.45548163314463
100761,Дворовая территория,237342.0,4,55.80743,37.776215
100762,Дворовая территория,237342.0,4,55.80638606126984,37.78031002598373
100763,Дворовая территория,237342.0,4,55.809017455214686,37.79139767316241
100780,Дворовая территория,237415.0,4,55.640777977232695,37.408943250032415
100791,Дворовая территория,237412.0,4,55.67414633901301,37.448233204520704
100816,Дворовая территория,237412.0,4,55.679793,37.45531
100819,Дворовая территория,237387.0,4,55.821117067174576,37.8271666803158
100820,Горнолыжный комплекс «Воробьёвы горы»,219165.0,1,55.709715886304274,37.54563849395554
100824,Дворовая территория,237415.0,4,55.64035036463256,37.4065967060868
100836,Дворовая территория,237392.0,4,55.75108362960234,37.79671632476127
100837,Дворовая территория,237392.0,4,55.7514727468205,37.809830200929895
100844,Дворовая территория,237392.0,4,55.74808928844131,37.82785593038267
100845,Дворовая территория,237392.0,4,55.74623056914216,37.82353321681828
100846,Дворовая территория,237392.0,4,55.75503565555477,37.80995971657509
